index;dataschema_variable;label;valueType;input_dataset;input_variables;Mlstr_harmo::rule_category;Mlstr_harmo::algorithm;Mlstr_harmo::comment;Mlstr_harmo::status;Mlstr_harmo::status_detail
107;LIQUEURS_1406;Intake of liqueurs [g/d];decimal;DONALD_P1;LIQUEURS_1406;direct_mapping;direct_mapping;;complete;compatible
108;COCKTAILS_1407;Intake of mixed alcoholic drinks [g/d];decimal;DONALD_P1;COCKTAILS_1407;direct_mapping;direct_mapping;;complete;compatible
109;CONDIMENT_SAUCES_15;Intake of seasoning, sauces and condiments [g/d];decimal;DONALD_P1;CONDIMENT_SAUCES_15;direct_mapping;direct_mapping;;complete;compatible
110;SAUCES_1501;Intake of savoury sauces [g/d];decimal;DONALD_P1;SAUCES_1501;direct_mapping;direct_mapping;;complete;compatible
111;TOMATOSAUCE_150101;Intake of tomato-containing cooked sauces [g/d];decimal;DONALD_P1;TOMATOSAUCE_150101;direct_mapping;direct_mapping;;complete;compatible
112;DRESSINGS_150102;Dressing intake [g/d];decimal;DONALD_P1;DRESSINGS_150102;direct_mapping;direct_mapping;;complete;compatible
113;MAYONNAISE_150103;Intake of mayonnaise [g/d];decimal;DONALD_P1;MAYONNAISE_150103;direct_mapping;direct_mapping;;complete;compatible
114;DESSERTSAUCE_150104;Intakes of dessert sauces/toppings [g/d];decimal;DONALD_P1;DESSERTSAUCE_150104;direct_mapping;direct_mapping;;complete;compatible
115;YEAST_1502;Intake of yeast cultures [g/d];decimal;DONALD_P1;YEAST_1502;direct_mapping;direct_mapping;;complete;compatible
116;HERBS_SPICES_1503;Intakes of berbs, spices and similar [g/d];decimal;DONALD_P1;HERBS_SPICES_1503;direct_mapping;direct_mapping;;complete;compatible
117;CONDIMENTS_1504;Condiments intake [g/d];decimal;DONALD_P1;CONDIMENTS_1504;direct_mapping;direct_mapping;;complete;compatible
118;SOUP_BOUILLON_16;Intake of soups and broths [g/d];decimal;DONALD_P1;SOUP_BOUILLON_16;direct_mapping;direct_mapping;;complete;compatible
119;SOUP_1601;Intake of soups [g/d];decimal;DONALD_P1;SOUP_1601;direct_mapping;direct_mapping;;complete;compatible
120;BOUILLON_1602;Intake of mixed vegetables soup, clear meat soup [g/d];decimal;DONALD_P1;BOUILLON_1602;direct_mapping;direct_mapping;;complete;compatible
121;MISCELLANEOUS_17;Intake of miscellaneous [g/d];decimal;DONALD_P1;MISCELLANEOUS_17;direct_mapping;direct_mapping;;complete;compatible
122;VEG_DISHES_1700;Intake of vegetarian products and dishes [g/d];decimal;DONALD_P1;VEG_DISHES_1700;direct_mapping;direct_mapping;;complete;compatible
123;SOY_PROD_1701;Intake of soy products [g/d];decimal;DONALD_P1;SOY_PROD_1701;direct_mapping;direct_mapping;;complete;compatible
124;DIET_PROD_1702;Intake of food for weight reduction [g/d];decimal;DONALD_P1;DIET_PROD_1702;direct_mapping;direct_mapping;;complete;compatible
125;ART_SWEETENER_170201;Intake of artificial sweeteners (e.g., aspartam, saccharine) [g/d];decimal;DONALD_P1;ART_SWEETENER_170201;direct_mapping;direct_mapping;only self added art. Sweeteners, no light products etc.;partial;proximate
126;SNACKS_1703;Intake of snacks other than chips and similar [g/d];decimal;DONALD_P1;SNACKS_1703;direct_mapping;direct_mapping;;complete;compatible
127;AMPHIBIANS_1704;Intake of amphibians, reptiles, snails, insects [g/d];decimal;DONALD_P1;AMPHIBIANS_1704;direct_mapping;direct_mapping;;complete;compatible
128;DIETARY_ASSESS_INSTR;Dietary Assessment Instrument;integer;DONALD_P1;__BLANK__;paste;1;;complete;identical
